record - leader,record - leader 1,record - leader 2,record - leader 3,001,001 1,001 2,008,008 1,008 2,008 3,008 4,008 5,008 6,008 6 1,008 6 2,035,035 2 $ $ $,035 2 $ $ $ 1,035 2 $ $ $ 2,035 3 $ $ $,035 4 $ $ $,035 4 $ $ $ 1,035 4 $ $ $ 2 Language of cataloging varies,035 5 $ $ $,040,040 2,040 3,040 4,245,245 1,245 organization,245 2,245 Author,245 2 1,245 publisher,245 unkown number,245 3,260,260 1,260 2,260 2 1,260 2 1 1,260 2 location,260 location,260 2 unknwon,260 2 unknown,260 3,260 orgnization,260 4 time,260 time 1 1,260 time,260 5,260 5 1,260 e,260 6,260 6 1,260 6 2,260 7,260 7 2 redundant information,310 1,310 2,310 3,310 4,310 5,310 6,336,337,338,653,264,264 1,264 2,264 2 1 time,264 2 2,264 2 2 1,264 2 2 2 organization,264 2 2 3 time,264 3,264 3 1 time,264 3 2,264 3 2 1,264 3 2 2,264 3 2 3,264 3 2 3 1 time,264 3 2 3 1 time 2,264 3 2 3 2 location,264 3 2 4,264 3 2 5 time,264 4,264 4 1,264 4 1 1,264 4 1 1 2 time,264 4 1 2 location,264 4 2,264 4 2 2 organization,264 4 3,264 4 3 2 time,264 5,264 5 1,264 5 1 2 location,264 5 2 organization,264 5 3 time,264 6,264 7,996,998,650,710,246,246 1,246 2,246 3,246 4,246 5,246 6,246 7,246 8,246 9,246 10,246 11,246 12,500,775,775 1,775 2 start with t,775 3,775 4 start with t,775 5,775 6,775 7,775 8,022,247,321,580,546,521,900,300,490,700,041,773,981,711,856,110,901,692,250,525,600,983,505,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58
00871nas  2200241u  4500,871,nas,  2200241u  4500,9921050400101480,99210504,101480,991223d19821982be br|p||     0|||a|spa c,991223,d,1982,1982,be, br|p||     0|||a|sp, br|p||     0|||a|,sp,^$ $ $a(BeLVLBS)002105040LBS01-Aleph^$ $ $a8175415^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921050400101471,a(BeLVLBS)002105040LBS01-Aleph^,a(BeLVLBS),002105040LBS01-Aleph,a8175415^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921050400101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921050400101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aLabor acción profesional.,^$0$0$aLabor acción profesional.,Labor acción profesional.,,,,,,,^$ $ $aBruselas$ $ $bSecretariado profesional de la acción profesional$ $ $c[1982]-?,^,aBruselas,aBruselas,aBruselas,aBruselas,Bruselas,,,bSecretariado profesional de la acción profesional,Secretariado profesional de la acción profesional,c[1982]-?,,[1982]-?,,,,,,,,,^,aBimonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aarbeidersbeweging$ $ $6(ODIS-TW)2656,^$2$ $aSecretariado profesional de la acción profesional$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aVanaf 1984 afwisselend met Labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00533nas  2200169u  4500,533,nas,  2200169u  4500,9921050890101480,99210508,90101480,991223d19821982be br|p||     0|||a|spa c,991223,d,1982,1982,be, br|p||     0|||a|sp, br|p||     0|||a|,sp,^$ $ $a(BeLVLBS)002105089LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921050890101471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)002105089LBS01-Aleph^,a(BeLVLBS),002105089LBS01-Aleph,a(EXLNZ-32KUL_LIBIS_NETWORK)9921050890101471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aBATU research and documentation.,^$0$0$aBATU research and documentation.,BATU research and documentation.,,,,,,,^$ $ $aManila$ $ $bBATU research and documentation center$ $ $c[1985]-[1989],^,aManila,aManila,aManila,aManila,Manila,,,bBATU research and documentation center,BATU research and documentation center,c[1985]-[1989],,[1985]-[1989],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00669nas  2200217u  4500,669,nas,  2200217u  4500,9921074670101480,99210746,70101480,000111q19811983be qr|p||     0|||a|dut c,111,q,1981,1983,be, qr|p||     0|||a|du, qr|p||     0|||a|,du,^$ $ $a(BeLVLBS)002107467LBS01-Aleph^$ $ $a8187372^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921074670101471,a(BeLVLBS)002107467LBS01-Aleph^,a(BeLVLBS),002107467LBS01-Aleph,a8187372^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921074670101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921074670101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aKSA tok.,^$0$0$aKSA tok.,KSA tok.,,,,,,,^$ $ $aPoperinge$ $ $bKSA. Poperinge$ $ $c[1981]-[1983],^,aPoperinge,aPoperinge,aPoperinge,aPoperinge,Poperinge,,,bKSA. Poperinge,KSA. Poperinge,c[1981]-[1983],,[1981]-[1983],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,^$2$ $aKSA. Poperinge$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00666nas  2200217u  4500,666,nas,  2200217u  4500,9921074770101480,99210747,70101480,000111q19841990be ur|p||     0|||a|dut c,111,q,1984,1990,be, ur|p||     0|||a|du, ur|p||     0|||a|,du,^$ $ $a(BeLVLBS)002107477LBS01-Aleph^$ $ $a8187394^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921074770101471,a(BeLVLBS)002107477LBS01-Aleph^,a(BeLVLBS),002107477LBS01-Aleph,a8187394^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921074770101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921074770101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aKnaller.,^$0$0$aKnaller.,Knaller.,,,,,,,^$ $ $aS.l.$ $ $bKSA. Poelkapelle$ $ $c[1984]-[1990],^,aS.l.,aS.l.,aS.l.,aS.l.,S.l.,,,bKSA. Poelkapelle,KSA. Poelkapelle,c[1984]-[1990],,[1984]-[1990],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,^$2$ $aKSA. Poelkapelle$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00604nas  2200205u  4500,604,nas,  2200205u  4500,9921101720101480,99211017,20101480,000119q19831994be mr|p||     0|||a|dut c,119,q,1983,1994,be, mr|p||     0|||a|du, mr|p||     0|||a|,du,^$ $ $a(BeLVLBS)002110172LBS01-Aleph^$ $ $a8200453^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921101720101471,a(BeLVLBS)002110172LBS01-Aleph^,a(BeLVLBS),002110172LBS01-Aleph,a8200453^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921101720101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921101720101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$3$aDe kletsmajoor.,^$0$3$aDe kletsmajoor.,De kletsmajoor.,,,,,,,^$ $ $aBuggenhout$ $ $bMilac$ $ $c[1983]-[1994],^,aBuggenhout,aBuggenhout,aBuggenhout,aBuggenhout,Buggenhout,,,bMilac,Milac,c[1983]-[1994],,[1983]-[1994],,,,,,,,,^,aMonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,^$ $7$2KADOC$ $ $aHOOFDTREFWOORD-00,^$2$ $aMILAC. Buggenhout$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00616nas  2200193u  4500,616,nas,  2200193u  4500,9921111110101480,99211111,10101480,000121q19821990be ur|p||     0|||a|dut c,121,q,1982,1990,be, ur|p||     0|||a|du, ur|p||     0|||a|,du,^$ $ $a(BeLVLBS)002111111LBS01-Aleph^$ $ $a8204399^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921111110101471,a(BeLVLBS)002111111LBS01-Aleph^,a(BeLVLBS),002111111LBS01-Aleph,a8204399^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921111110101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921111110101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$3$a't Amanduske$ $ $btijdschrift voor ouders,^$0$3$a't Amanduske,'t Amanduske,btijdschrift voor ouders,tijdschrift voor ouders,,,,, leden, leden,,,,,,,,,,,,,,,,,,,,, leiding en sympathisanten.,,,,,,^$ $ $aGent$ $ $bKSA-VKSJ$ $ $c[1982]-[1990],^$ $ $aUnknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,,,,,,,,,,,,,,^$2$ $aKSA-VKSJ. Gent$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00657nas  2200217u  4500,657,nas,  2200217u  4500,9921120580101480,99211205,80101480,000125q19821989be qr|p||     0|||a|dut c,125,q,1982,1989,be, qr|p||     0|||a|du, qr|p||     0|||a|,du,^$ $ $a(BeLVLBS)002112058LBS01-Aleph^$ $ $a8210192^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921120580101471,a(BeLVLBS)002112058LBS01-Aleph^,a(BeLVLBS),002112058LBS01-Aleph,a8210192^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921120580101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921120580101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aSjorry.,^$0$0$aSjorry.,Sjorry.,,,,,,,^$ $ $aOostkamp$ $ $bKSA$ $ $c[1982]-[1989],^,aOostkamp,aOostkamp,aOostkamp,aOostkamp,Oostkamp,,,bKSA,KSA,c[1982]-[1989],,[1982]-[1989],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,^$2$ $aKSA. Oostkamp$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00502nas  2200181u  4500,502,nas,  2200181u  4500,9921121150101480,99211211,50101480,000125q19811982be mr|p||     0|||a|dut c,125,q,1981,1982,be, mr|p||     0|||a|du, mr|p||     0|||a|,du,^$ $ $a(BeLVLBS)002112115LBS01-Aleph^$ $ $a8210385^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921121150101471,a(BeLVLBS)002112115LBS01-Aleph^,a(BeLVLBS),002112115LBS01-Aleph,a8210385^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921121150101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921121150101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aBlubber.,^$0$0$aBlubber.,Blubber.,,,,,,,^$ $ $aMol$ $ $bKSJ. Mol$ $ $c[1981]-[1982],^,aMol,aMol,aMol,aMol,Mol,,,bKSJ. Mol,KSJ. Mol,c[1981]-[1982],,[1981]-[1982],,,,,,,,,^,aMonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$2$ $aKSJ. Mol$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00677nas  2200217u  4500,677,nas,  2200217u  4500,9921121360101480,99211213,60101480,000125q19811982be ur|p||     0|||a|dut c,125,q,1981,1982,be, ur|p||     0|||a|du, ur|p||     0|||a|,du,^$ $ $a(BeLVLBS)002112136LBS01-Aleph^$ $ $a8210471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921121360101471,a(BeLVLBS)002112136LBS01-Aleph^,a(BeLVLBS),002112136LBS01-Aleph,a8210471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921121360101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921121360101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aPapierke.,^$0$0$aPapierke.,Papierke.,,,,,,,^$ $ $aMeerle$ $ $bKLJ$ $ $cs.d,^,aMeerle,aMeerle,aMeerle,aMeerle,Meerle,,,bKLJ,Katholieke Landelijke Jeugd,cs.d,,s.d,,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $alandbouw$ $ $6(ODIS-TW)1131,^$2$ $aKLJ. Meerle$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00548nas  2200193u  4500,548,nas,  2200193u  4500,9921121460101480,99211214,60101480,000125q19821992be qr|p||     0|||a|dut c,125,q,1982,1992,be, qr|p||     0|||a|du, qr|p||     0|||a|,du,^$ $ $a(BeLVLBS)002112146LBS01-Aleph^$ $ $a8210529^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921121460101471,a(BeLVLBS)002112146LBS01-Aleph^,a(BeLVLBS),002112146LBS01-Aleph,a8210529^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921121460101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921121460101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aBondsblad.,^$0$0$aBondsblad.,Bondsblad.,,,,,,,^$ $ $aOostkamp$ $ $bKSA$ $ $c[1982]-[1992],^,aOostkamp,aOostkamp,aOostkamp,aOostkamp,Oostkamp,,,bKSA,KSA,c[1982]-[1992],,[1982]-[1992],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$2$ $aKSA. Oostkamp$ $ $4oth,,,,,,,,,,,,,,^$ $ $aPeriodiciteit varieert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00574nas  2200193u  4500,574,nas,  2200193u  4500,9921134060101480,99211340,60101480,000128nuuuuuuuube ur|p||     0|||a|dut c,128,n,uuuu,uuuu,be, ur|p||     0|||a|du, ur|p||     0|||a|,du,^$ $ $a(BeLVLBS)002113406LBS01-Aleph^$ $ $a8215479^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921134060101471,a(BeLVLBS)002113406LBS01-Aleph^,a(BeLVLBS),002113406LBS01-Aleph,a8215479^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921134060101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921134060101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aDavor galm.,^$0$0$aDavor galm.,Davor galm.,,,,,,,^$ $ $aOostrozebeke$ $ $bDavidsfonds$ $ $c[1981]-[1983],^,aOostrozebeke,,,,,,eke,bDavidsfonds,Davidsfonds,c[1981]-[1983],,[1981]-[1983],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,,^$2$ $aDavidsfonds Oostrozebeke$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00597nas  2200205u  4500,597,nas,  2200205u  4500,9921144930101480,99211449,30101480,000201q19841993be tr|p||     0|||a|dut c,201,q,1984,1993,be, tr|p||     0|||a|du, tr|p||     0|||a|,du,^$ $ $a(BeLVLBS)002114493LBS01-Aleph^$ $ $a8219639^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921144930101471,a(BeLVLBS)002114493LBS01-Aleph^,a(BeLVLBS),002114493LBS01-Aleph,a8219639^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921144930101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921144930101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$3$aDe bollaert.,^$0$3$aDe bollaert.,De bollaert.,,,,,,,^$ $ $aWatou$ $ $bKSA$ $ $c[1984]-[1993],^,aWatou,aWatou,aWatou,aWatou,Watou,,,bKSA,KSA,c[1984]-[1993],,[1984]-[1993],,,,,,,,,^,aThree times a year,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT),^$2$ $aKSA. Watou$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00653nas  2200217u  4500,653,nas,  2200217u  4500,9921150940101480,99211509,40101480,000203q19821985be ur|p||     0|||a|dut c,203,q,1982,1985,be, ur|p||     0|||a|du, ur|p||     0|||a|,du,^$ $ $a(BeLVLBS)002115094LBS01-Aleph^$ $ $a8222959^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921150940101471,a(BeLVLBS)002115094LBS01-Aleph^,a(BeLVLBS),002115094LBS01-Aleph,a8222959^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921150940101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921150940101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aKSA nieuws.,^$0$0$aKSA nieuws.,KSA nieuws.,,,,,,,^$ $ $aLoppem$ $ $bKSA$ $ $c[1982]-[1985],^,aLoppem,aLoppem,aLoppem,aLoppem,Loppem,,,bKSA,KSA,c[1982]-[1985],,[1982]-[1985],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,^$2$ $aKSA. Loppem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00572nas  2200193u  4500,572,nas,  2200193u  4500,9921151080101480,99211510,80101480,000203q19851989be ur|p||     0|||a|dut c,203,q,1985,1989,be, ur|p||     0|||a|du, ur|p||     0|||a|,du,^$ $ $a(BeLVLBS)002115108LBS01-Aleph^$ $ $a8223039^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921151080101471,a(BeLVLBS)002115108LBS01-Aleph^,a(BeLVLBS),002115108LBS01-Aleph,a8223039^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921151080101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921151080101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aLandsknecht.,^$0$0$aLandsknecht.,Landsknecht.,,,,,,,^$ $ $aGent$ $ $bKSA. Sint-Lieven$ $ $c[1985]-[1989],^,aGent,aGent,aGent,aGent,Gent,,,bKSA. Sint-Lieven,KSA. Sint-Lieven,c[1985]-[1989],,[1985]-[1989],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,,^$2$ $aKSA. Sint-Lieven$ $ $cGent$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00648nas  2200217u  4500,648,nas,  2200217u  4500,9921151210101480,99211512,10101480,000203119841996be qr|p||     0|||a|dut c,203,1,1984,1996,be, qr|p||     0|||a|du, qr|p||     0|||a|,du,^$ $ $a(BeLVLBS)002115121LBS01-Aleph^$ $ $a8223096^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921151210101471,a(BeLVLBS)002115121LBS01-Aleph^,a(BeLVLBS),002115121LBS01-Aleph,a8223096^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921151210101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921151210101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$3$a't Adellijke arbeidertje.,^$0$3$a't Adellijke arbeidertje.,'t Adellijke arbeidertje.,,,,,,,^$ $ $aGullegem$ $ $bKSA$ $ $c1984-[1996],^,aGullegem,aGullegem,aGullegem,aGullegem,Gullegem,,,bKSA,KSA,c1984-[1996],,[1984]-[1996],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT),^$2$ $aKSA. Gullegem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00676nas  2200217u  4500,676,nas,  2200217u  4500,9921183220101480,99211832,20101480,000214q19811993be ur|p||     0|||a|dut c,214,q,1981,1993,be, ur|p||     0|||a|du, ur|p||     0|||a|,du,^$ $ $a(BeLVLBS)002118322LBS01-Aleph^$ $ $a8236414^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921183220101471,a(BeLVLBS)002118322LBS01-Aleph^,a(BeLVLBS),002118322LBS01-Aleph,a8236414^,a(EXLNZ-32KUL_LIBIS_NETWORK)9921183220101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9921183220101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aHutsepotje.,^$0$0$aHutsepotje.,Hutsepotje.,,,,,,,^$ $ $aDudzele$ $ $bKSA. Sint-Lenaert$ $ $c[1981]-[1993],^,aDudzele,aDudzele,aDudzele,aDudzele,Dudzele,,,bKSA. Sint-Lenaert,KSA. Sint-Lenaert,c[1981]-[1993],,[1981]-[1993],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,^$2$ $aKSA. Sint-Lenaert$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
